id,Year,Title,Abstract,include_stage5,reason_stage5,has_comparator,detected_comparator,has_primary_outcomes,detected_outcomes,confidence_stage5
J6230,2025,Systematic Review of Outcome Measures in Pharmacologically Managed Chronic Pain: Informing a New Outcome Framework for Healthcare Provider-Led Pharmacotherapy Services,"Background and Objective: Chronic pain represents a global burden, highlighting the necessity for accurate outcome measures in treatment evaluation. This systematic review aims to identify what outcome measures and tools are applied in chronic pain primary care-based pharmacotherapy services. Databases and Data Treatment: The MEDLINE, Embase, and CINAHL databases, along with the reference lists of published articles, were systematically searched from 2013 to July 2023. This search included observational studies that employed pharmacological interventions recommended by the World Health Organisation pain ladder and the Scottish Intercollegiate Guidelines Network guidelines. The studies targeted chronic pain patients treated in outpatient settings and examined five predefined outcomes: health-related quality of life (HRQoL), cost-effectiveness, medication optimisation, adverse events, and patient experience. The quality of included studies was assessed using the Newcastle-Ottawa Scale (NOS). Result(s): Among the 23 studies included a total of 51 outcome measurement tools were employed to assess the five predefined outcomes, involving 44,472 patients with chronic pain. Fifteen were cohort studies, while 8 were cross-sectional surveys or questionnaire-based. Most studies focused on one to two outcomes only (n = 19; 82.6%). HRQoL emerged as the primary outcome studied across all 23 studies (100%), predominantly assessed through the Brief Pain Inventory (BPI) tool (n = 9; 39.1%). Conversely, the least studied outcomes were medication optimisation and cost-effectiveness. The timing of measurement post-intervention and follow-up durations displayed significant variability across the studies. Conclusion(s): This review identifies gaps in enabling a more holistic assessment of pharmacotherapy services and underscores the need for enhanced consistency via standardised tools in clinical practice. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2025 The Author(s). Journal of Evaluation in Clinical Practice published by John Wiley & Sons Ltd.",FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,"['cost', 'pro', 'safety']",0.9
J5699,2024,What Proportion of AAAs Detected in AAA Screening Might Be Identified in Lung Cancer Screening,"Objective: A potential solution for the falling prevalence of AAAs and the future loss of cost effectiveness of the NHS AAA Screening Programme (NAAASP) is to couple AAA screening to the newly approved NHS lung cancer screening programme. The NHS lung cancer screening programme is recommended for people aged 55 - 74 with a history of smoking and involves a onetime LDCT (low dose computed tomography) of the chest.<sup>1</sup> Both lung cancer and AAA share similar risk factors, including smoking.<sup>2,3</sup> Non-contrast CT of the abdomen compared with ultrasound scanning has demonstrated higher sensitivity for detecting AAA.<sup>4</sup> The aim of this study is to determine what proportion of AAAs detected in the NAAASP might be identified if the NHS lung cancer screening programme extended imaging to include the infrarenal aorta. Method(s): Following PRISMA guidelines, a systematic review of population based studies of AAA screening was carried by three independent researchers on the EMBASE, MEDLINE, Web of Science, and COCHRANE libraries. Key words relating to abdominal aortic aneurysm"", and ""screening"" were used to find eligible papers written in English. A meta-analysis of proportions was conducted using the inverse variance method. Result(s): Sixty three papers fulfilled the inclusion criteria, containing 3 646 474 patients in total. A total of 44 513 AAAs were detected, accounting for a prevalence of 1.2%. Overall proportion of patients with a history of smoking within the AAA detected groups was 0.75 (95% confidence interval [CI] 0.69 - 0.81, I<sup>2</sup> 97%). Correction for studies included strictly within the UK lung cancer screening programme age and sex criteria (adults aged 55 - 74) demonstrated a higher proportion of 0.79 (95% CI 0.70 - 0.87, I<sup>2</sup> 96%). Conclusion(s): In conclusion, the proportion of AAAs that a theoretical extension of the NHS lung cancer screening programme criteria might pick up is within the region of 70 - 87%. With further knowledge of the natural history of smoking negative aneurysms and LDCT impact, extension of the NHS lung cancer screening programme to include the infrarenal aorta may be a viable option for the continuation of NAAASP in the future. REFERENCES 1. Lung cancer - UK National Screening Committee (UK NSC) - GOV.UK. Available at: https://view-health-screening-recommendations.service.gov.uk/lung-cancer [Accessed 8 December 2022]. 2. Alnahhal KI, Urhiafe V, Narayanan M, Irshad A, Salehi P. Prevalence of abdominal aortic aneurysms in patients with lung cancer. J Vasc Surg 2022;75:1577-82. 3. Wiles B, Comito M, Labropoulos N, Santore LA, Bilfinger T. High prevalence of abdominal aortic aneurysms in patients with lung cancer. J Vasc Surg 2021;73:850-5. 4. Liisberg M, Diederichsen AC, Lindholt JS. Abdominal ultrasound-scanning versus non-contrast computed tomography as screening method for abdominal aortic aneurysm - a validation study from the randomized DANCAVAS study. BMC Med Imaging 2017;17:14. [Formula presented] [Formula presented] Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2023""",FALSE,No explicit comparator or primary outcome on cost/impact detected,FALSE,Unknown,FALSE,[],0.8
J5737,2024,Efficacy of educational interventions on improving medical emergency readiness of rural healthcare providers: a scoping review,"BACKGROUND: Medical emergencies are the leading cause of high mortality and morbidity rates in rural areas of higher and lower-income countries than in urban areas. Medical emergency readiness is healthcare providers' knowledge, skills, and confidence to meet patients' emergency needs. Rural healthcare professionals' medical emergency readiness is imperative to prevent or reduce casualties due to medical emergencies. Evidence shows that rural healthcare providers' emergency readiness needs enhancement. Education and training are the effective ways to improve them. However, there has yet to be a scoping review to understand the efficacy of educational intervention regarding rural healthcare providers' medical emergency readiness. OBJECTIVE(S): This scoping review aimed to identify and understand the effectiveness of educational interventions in improving rural healthcare providers' medical emergency readiness globally. METHOD(S): The Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for scoping reviews were used to select the papers for this scoping review. This scoping review was conducted using MEDLINE, CINHAL, SCOPUS, PUBMED and OVID databases. The Population, Intervention, Comparison and Outcome [PICO] strategies were used to select the papers from the database. The selected papers were limited to English, peer-reviewed journals and published from 2013 to 2023. A total of 536 studies were retrieved, and ten studies that met the selection criteria were included in the review. Three reviewers appraised the selected papers individually using the Joanna Briggs Institute [JBI] critical appraisal tool. A descriptive method was used to analyse the data. RESULT(S): From the identified 536 papers, the ten papers which met the PICO strategies were selected for the scoping review. Results show that rural healthcare providers' emergency readiness remains the same globally. All interventions were effective in enhancing rural health care providers' medical emergency readiness, though the interventions were implemented at various durations of time and in different foci of medical emergencies. Results showed that the low-fidelity simulated manikins were the most cost-effective intervention to train rural healthcare professionals globally. CONCLUSION(S): The review concluded that rural healthcare providers' medical emergency readiness improved after the interventions. However, the limitations associated with the studies caution readers to read the results sensibly. Moreover, future research should focus on understanding the interventions' behavioural outcomes, especially among rural healthcare providers in low to middle-income countries. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2024. The Author(s).",FALSE,Scoping review without comparative effects or numeric estimates,FALSE,Unknown,FALSE,[],0.9
J2123,2020,Incidence and prevalence of intravenous medication errors in the UK: A systematic review,"Objectives Medication error is the most common type of medical error, and intravenous medicines are at a higher risk as they are complex to prepare and administer. The WHO advocates a 50%reduction of harmful medication errors by 2022, but there is a lack of data in the UK that accurately estimates the true rate of intravenous medication errors. This study aimed to estimate the number of intravenous medication errors per 1000 administrations in the UK National Health Service and their associated economic costs. The rate of errors in prescribing, preparation and administration, and rate of different types of errors were also extracted. Methods MEDLINE, Embase, Cochrane central register of clinical trials, Database of Abstracts of Reviews of Effectiveness, National Health Service Economic Evaluation Database and the Health Technology Appraisals Database were searched from inception to July 2017. Epidemiological studies to determine the incidence of intravenous medication errors set wholly or in part in the UK were included. 228 studies were identified, and after screening, eight papers were included, presenting 2576 infusions. Data were reviewed and extracted by a team of five reviewers with discrepancies in data extraction agreed by consensus. Results Five of eight studies used a comparable denominator, and these data were pooled to determine a weighted mean incidence of 101 intravenous medication errors per 1000 administrations (95%CI 84 to 121). Three studies presented prevalence data but these were based on spontaneous reports only; therefore it did not support a true estimate. 32.1%(95%CI 30.6%to 33.7%) of intravenous medication errors were administration errors and 'wrong rate' errors accounted for 57.9%(95%CI 54.7%to 61.1%) of these. Conclusion Intravenous medication errors in the UK are common, with half these of errors related to medication administration. National strategies are aimed at mitigating errors in prescribing and preparation. It is now time to focus on reducing administration error, particularly wrong rate errors. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© European Association of Hospital Pharmacists 2020. Re-use permitted under CC BY-NC. No commercial re-use. Published by BMJ.",FALSE,No comparator group detected,FALSE,Unknown,TRUE,"['clinical', 'cost']",0.9
J5758,2024,The clinical and economic evidence of the management of urinary tract infections by community pharmacists in women aged 16 to 65 years: a systematic review,"Background: Many countries are experiencing an increased demand for health care and a shortage of health professionals in rural areas, impacting an individual's ability to receive timely treatment. The management of uncomplicated urinary tract infections by community pharmacists is usual practice in some regions of the United Kingdom and Canada, and Queensland, Australia. Aim(s): To systematically gather, assess, and synthesize the available peer-reviewed published literature on the management of uncomplicated UTIs by community pharmacists in women aged 16-65 years, provide an understanding of the clinical and economic evidence, while also identifying the essential components of interventions employed. Method(s): A systematic review was conducted to identify primary studies detailing interventions for the management of uncomplicated UTIs by community pharmacists. PubMed, PsycINFO, Scopus, Cochrane, CINAHL, EMBASE, and Web of Science were searched to February 2023. Non-primary and qualitative studies were excluded. Study details were recorded in a tailored data extraction form. The quality of studies was assessed using the Joanna Briggs Institute tools. Result(s): Ten publications were included following review of 2129 records. High self-reported cure rates between 84 and 89% and referral rates of about 7% were reported. A single study found pharmacist management was cost effective compared to general practitioner management. No randomized controlled trials were found and papers were of variable quality. Conclusion(s): Preliminary evidence suggests pharmacist-led management of uncomplicated UTIs is safe and effective, however no firm conclusion can be provided since the methodologies reported in included studies have significant limitations. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© The Author(s), under exclusive licence to Springer Nature Switzerland AG 2024.",FALSE,No clear comparator group identified,FALSE,Unknown,TRUE,"['cost', 'clinical']",0.8
J2992,2021,Is there seasonal variation in gallstone related admissions in England? a retrospective cohort study of 396 879 admissions,"Purpose: Gallstone related pathology (GRP) accounts for a significant proportion of general surgery admissions. The aim of this study is to investigate if seasonal variation for GRP admissions exist in England allowing improved resource allocation and planning. No other study has addressed this. Method(s): This multicentre retrospective cohort study included only emergency adult (>=18 years old) admissions to acute secondary care with ICD-10 codes associated with gallstones between 01/01/2010 to 31/12/2019 in England using Hospital Episode Statistics data. Seasons were defined according to United Kingdom Met Office. Result(s): A total of 396 879 GRP related admissions were recorded during the specified period, accounting for 1.44% of all emergency admissions. Cholecystitis accounted for 49.1% (n=195 058) of admissions. The modal age of admission was 75 - 84 years old. There was a progressive increase in the number of admissions throughout the data collection period. Our study suggests a significant seasonal peak in Summer (n=102 620) based cumulative admissions per season and a linear regression model (p<0.001), followed by Autumn (n=102 267), then Spring (n=97 807) and finally Winter (n=94 185). When considering GRP admissions as a proportion of all emergency admissions, Autumn and then Summer see the highest proportions at 1.47% (102 267/6 961 395) and 1.46% (102 620/7 011 001) respectively which are significant when compared to the lower Spring, 1.42% (97 807/6 904 013) and Winter, 1.40% (94 185/6 742 228) months using X<sup>2</sup> (p<0.05). This is clearly depicted in Figure 1. Spectral analysis confirmed there is seasonality in the emergency GRP admissions every 12 months. A forecasting model was shown to be reliable; all observed admissions for 2019 were within the 95% prediction intervals for each month for the proportion of emergency GRP admissions. Discussion(s): Resource allocation towards the Summer and Autumn months to target seasonal peaks in GRP should be considered. Given the steady rise in GRP admissions with the added strain of COVID-19 delaying elective operations perhaps there needs to be greater emphasis on resource allocation towards public health campaigns for gallstone disease, whilst training and hiring more doctors who can treat GRP. This includes surgeons, endoscopists and radiologists. This will allow safe and timely intervention for patients vulnerable to the risks that GRP can pose, particularly in the elderly. [Formula presented] Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021",FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,['utilization'],0.9
J2996,2021,Impact of patient access to their electronic health record: systematic review,"Patient access to their own electronic health records (EHRs) is likely to become an integral part of healthcare systems worldwide. It has the potential to decrease the healthcare provision costs, improve access to healthcare data, self-care, quality of care, and health and patient-centered outcomes. This systematic literature review is aimed at identifying the impact in terms of benefits and issues that have so far been demonstrated by providing patients access to their own EHRs, via providers' secure patient portals from primary healthcare centers and hospitals. Searches were conducted in PubMed, MEDLINE, CINHAL, and Google scholar. Over 2000 papers were screened and were filtered based on duplicates, then by reading the titles and finally based on their abstracts or full text. In total, 74 papers were retained, analyzed, and summarized. Papers were included if providing patient access to their own EHRs was the primary intervention used in the study and its impact or outcome was evaluated. The search technique used to identify relevant literature for this paper involved input from five experts. While findings from 54 of the 74 papers showed positive outcome or benefits of patient access to their EHRs via patient portals, 10 papers have highlighted concerns, 8 papers have highlighted both and 2 have highlighted absence of negative outcomes. The benefits range from re-assurance, reduced anxiety, positive impact on consultations, better doctor-patient relationship, increased awareness and adherence to medication, and improved patient outcomes (e.g., improving blood pressure and glycemic control in a range of study populations). In addition, patient access to their health information was found to improve self-reported levels of engagement or activation related to self-management, enhanced knowledge, and improve recovery scores, and organizational efficiencies in a tertiary level mental health care facility. However, three studies did not find any statistically significant effect of patient portals on health outcomes. The main concerns have been around security, privacy and confidentiality of the health records, and the anxiety it may cause amongst patients. This literature review identified some benefits, concerns, and attitudes demonstrated by providing patients' access to their own EHRs. This access is often part of government strategies when developing patient-centric self-management elements of a sustainable healthcare system. The findings of this review will give healthcare providers a framework to analyze the benefits offered by promoting patient access to EHRs and decide on the best approach for their own specialties and clinical setup. A robust cost-benefit evaluation of such initiatives along with its impact on major stakeholders within the healthcare system would be essential in understanding the overall impact of such initiatives. Implementation of patient access to their EHRs could help governments to appropriately prioritize the development or adoption of national standards, whilst taking care of local variations and fulfilling the healthcare needs of the population, e.g., UK Government is aiming to make full primary care records available online to every patient. Ultimately, increasing transparency and promoting personal responsibility are key elements of a sustainable healthcare system for future generations.",FALSE,Systematic review without explicit comparative effects,FALSE,Unknown,TRUE,"['cost', 'impact']",0.8
J4777,2023,Engagement of patients with viral hepatitis diagnosed by opt-out universal emergency department testing,"Background and aims: We report on the engagement and assessment outcomes of adults diagnosed with viral hepatitis through a recently implemented universal opt-out blood-borne virus testing program across two emergency departments (ED) in London. Method(s): Opt-out blood-borne virus (BBV) testing (HCV Ab, HBsAg and HIV) commenced for all adults attending ED at the Royal Free London NHS Trust from 15th April 2022. Reflex testing of HCVRNA and HBV DNA were performed in positive HCV Ab and HBsAg samples. Patient engagement was nurse-led and managed bya bespoke patient management system from which data was extracted to 24th January 2023. Patients were initially contacted by phone and then by letter if this was unsuccessful after two separate attempts. All patients contacted were offered assessment in a hospital outpatient setting. Result(s): A total of 52 new hepatitis C and 195 new hepatitis B diagnoses were made during the study period. The subsequent engagement and treatment cascade is shown in Table 1. The proportion of those not under care that have since been assessed are the same for both groups (56%) but the non-attendance rate of patients after successful contact was higher in those with hepatitis B than those with hepatitis C (21% vs 9%). 13% of those with hepatitis B spoke English as a first language compared with 65% of those with hepatitis C (p < 0.0001, Fisher's exact test). Of those assessed in clinic with hepatitis B, 15.8% had an HBV DNA >2000 and 13.9% had F2 or greater fibrosis. 14% (n = 16) have been commenced on nucleotide therapy. 2 new HCC diagnoses were made at baseline imaging. Of those assessed with hepatitis C, 22% had F3 or greater fibrosis and 62.5% (n = 20) had been commenced on treatment by the censor date. A further 5 patients with hepatitis C who were not contactable or disengaged after assessment have been successfully engaged and treated by a mobile Find-and-Treat service. Conclusion(s): We have shown that opt-out ED BBV testing is feasible at scale and can identify large numbers of new cases of viral hepatitis, particularly hepatitis B. However, subsequent engagement presents challenges which differ between hepatitis B and C cohorts. In implementation of opt-out ED testing appropriate resource allocation to subsequent engagement, assessment and treatment is essential if patients are to benefit from diagnosis. [Table presented] Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2023 European Association for the Study of the Liver. Published by Elsevier B.V. All rights reserved.",FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,['utilization'],0.8
J4816,2023,"Assessing the Acceptability of Home Blood Monitoring for Patients With Cancer Who Are Receiving Systemic Anticancer Therapy From a Patient, Caregiver, and Clinician Perspective: Focus Group and Interview Study","<b>BACKGROUND</b>: Regular blood testing is an integral part of systemic anticancer therapy delivery. Blood tests are required before every administration of treatment to ensure that a patient is sufficiently well to receive it. Blood testing is burdensome for patients as they require either an extra visit within 48 hours of planned administration of treatment or a significantly long visit if performed on the day of treatment. The additional time for appointments can have a significant impact on the quality of life of someone who is living with cancer. In the United Kingdom, the COVID-19 pandemic created unprecedented disruption to the delivery of cancer care. Face-to-face hospital visits were reduced, resulting in the need to develop more innovative ways of working to minimize treatment interruptions. This led to significant uptake of digital technologies, with new models of care rapidly deployed across the UK health service to meet these challenges.
<b>OBJECTIVE</b>: This study aimed to explore the acceptability of a point-of-care home blood monitoring device for people with cancer who are receiving systemic anticancer therapy, which is being developed in response to the increased need for remote care for patients with cancer.
<b>METHODS</b>: Qualitative focus groups and semistructured interviews were conducted with patients (23/47, 49%), caregivers (6/47, 13%), and health care professionals (18/47, 38%) over a 19-month time frame from May 2019 to December 2020. Data were analyzed using framework analysis guided by the Unified Theory of Acceptance and Use of Technology model.
<b>RESULTS</b>: Analysis identified 4 overarching themes: performance expectancy, effort expectancy, social influence, and facilitating conditions.
<b>CONCLUSIONS</b>: This study found that patients with cancer, their caregivers, and health care professionals had positive perceptions about home blood monitoring. Although they are often considered synonymously, self-testing and self-management are not mutually exclusive, and this study illustrated some disparity in opinions regarding patient self-management. Home blood monitoring has the potential to provide patients with cancer with a convenient option for blood monitoring. It would minimize hospital attendances, decrease late treatment deferrals, and provide prompt recognition of cancer treatment toxicities, thus enhancing the existing nurse-led protocols and clinical pathways. Home blood monitoring would create a long-term sustainable transformation for the delivery of cancer care, using digital health to act as a facilitator to address a pertinent issue regarding improving the efficiency of hospital resources and increasing the delivery of personalized patient care. Further studies are needed to determine how and where home blood monitoring would fit within clinical pathways, in a way that is robust and equitable.",FALSE,No comparator or primary outcomes with numeric estimates,FALSE,Unknown,TRUE,"['utilization', 'pro']",0.9
J3052,2021,Influence of commissioning arrangements on implementing and sustaining a complex healthcare intervention (ESCAPE-pain) for osteoarthritis: a qualitative case study,"Objectives: Funding in health care has a critical impact on the implementation and sustainability of evidence-based interventions. This study explored the perspectives of physiotherapists on the influence of commissioning arrangements on the implementation and sustainability of a group rehabilitation programme for osteoarthritis (ESCAPE-pain). Design(s): A qualitative case study approach using in-depth interviews. Setting(s): National Health Service (NHS) musculoskeletal (MSK) outpatient departments in England. Participant(s): Thirty physiotherapists in clinical and senior management roles from 11 NHS MSK providers. Result(s): Five themes were identified: (1) clinical perspectives of ESCAPE-pain - MSK services wanted to implement and sustain ESCAPE-pain because it provided evidence-based, quality care; (2) focusing on clinical activity over outcomes - commissioners were perceived as prioritising activity-based performance over delivering clinical outcomes; (3) rationing availability - patient access to ESCAPE-pain could be limited due to rationing resources; (4) absorbing costs - contracts did not always cover the activities associated with delivering ESCAPE-pain meaning that providers bore the costs; and (5) relationship between commissioners and providers - physiotherapists perceived a disconnect with commissioners and had little power to influence decisions. Conclusion(s): Commissioning arrangements for MSK physiotherapy services can impede providers from implementing and sustaining a clinically and cost-effective intervention. To be implemented and sustained, an intervention needs to integrate into clinical practice and the wider healthcare system. Commissioning arrangements for MSK physiotherapy need to allow providers the flexibility to deliver interventions that best meet the needs of their patients. The move to more strategic, integrated, outcome-based commissioning has the potential to facilitate the spread and sustainability of interventions. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021 The Authors",FALSE,No explicit or implicit comparator group detected,FALSE,Unknown,FALSE,[],0.8
J5873,2024,A qualitative exploration of the barriers and facilitators to self-managing multiple long-term conditions amongst people experiencing socioeconomic deprivation,"BACKGROUND: Globally, it is estimated that one in three adults live with two or more long-term conditions (multiple long-term conditions, MLTCs), that require self-management. People who experience socioeconomic deprivation face significant health inequalities due to a range of interrelated characteristics that lead to a lack of resources and opportunities. Previous research with underserved populations indicate low levels of trust towards primary care providers and potential barriers for developing patient-healthcare professional relationships. The purpose of this paper is to explore the barriers and facilitators to self-managing MLTCs, amongst people who experience socioeconomic deprivation. METHOD(S): Semistructured one-to-one interviews with adults (n = 28) living in London and Sheffield, United Kingdom with MLTCs who are experiencing socioeconomic deprivation. Participants were recruited through general practices, community channels and social media. Data were analysed in NVivo using reflexive thematic analysis methods. FINDINGS: Four analytical themes were developed: (1) challenges in accessing healthcare services, financial assistance, and cultural awareness; (2) empowerment and disempowerment through technology, including digital exclusion, and use of technology; (3) impact and causes of exclusion on self-management, including social isolation, area-based and economic exclusion, and health-related stigma and (4) adapting self-management strategies, including cost-effective, and culturally/lifestyle appropriate strategies. CONCLUSION(S): Future health interventions and services need to be developed with consideration of the combined complexities of managing MLTCs while experiencing socioeconomic deprivation. Increased awareness in practitioners and commissioners of the complexities surrounding the lives of people experiencing socioeconomic deprivation, and the need for targeted strategies to promote self-management of MLTCs are of great importa. PATIENT OR PUBLIC CONTRIBUTION: A patient advisory group contributed to all stages of the study, including providing important feedback on study documents (topic guides and recruitment materials), as well as providing critical insights surrounding the interpretation of interview data. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2024 The Authors. Health Expectations published by John Wiley & Sons Ltd.",FALSE,No comparator group or primary outcomes on cost/impact detected,FALSE,Unknown,FALSE,['other'],0.9
J4129,2023,Compliance of Diabetic Monitoring in Patients with End-Stage Renal Disease on Maintenance Haemodialysis,"Background and Aims: Diabetic nephropathy is a major cause of end-stage kidney disease (ESKD) in the UK, accounting for nearly 30% of patients requiring dialysis and in some units over 40% of the people on dialysis have diabetes. The national reviewing and benchmarking committee (GIRFT NHS) had highlighted the disjointed and variable care received by these patients, with increasing risk of complications including blindness, foot ulcers and amputations from suboptimal care. Increased monitoring is shown to be cost-effective and co-ordination of a multi-disciplinary team focus can reduce com-plications especially lower limb amputation rates. Hence, we aimed to review the quality of care on our setting and compare it to national recommendations. Method(s): We performed a cross-sectional review on patients with diabetes on haemodialysis in the satellite unit at a district general hospital to assess compliance with the Joint British Diabetes Societies (JBDS) and the UK Kidney Association (UKKA) recommendations on management of adults with diabetes. Subsequently we introduced monitoring protocols for the relevant key areas of diabetes monitoring (pre and post-dialysis glucose checks, HbA1c checks, check boxes for once weekly feet inspections, criteria for inpatient podiatry review), highlighted potential complications including hypoglycaemia, re-emphasised the importance of adequate documentation to allied healthcare teams, and updated the haemodialysis monitoring sheets. We worked with the unit manager to highlight the rationale for monitoring and provided brief education on complications to the team, and over repeated visits, gained the confidence and support of staff for the changes suggested despite an increased workload. Result(s): We reviewed data from January to April 2021 followed by re-evaluation 12 months later after implementation of changes. Data for 25 patients were reviewed and re-assessed after a year. 7 patients passed away during this period. Initial review recognised the lack of awareness of good practice management of diabetic patients in the haemodialysis unit. Most patients have type 2 diabetes which carries a higher risk of ESKD. After a year of change in protocols there were significant improvements in monitoring parameters, with greatest improvements seen in glucose monitoring and routine feet inspections. Conclusion(s): The review was based on care standards that included diabetes parameters as part of the recommended national care processes, and individu-alised treatment approach. The aims included were performing annual reviews, adequate glucose monitoring and rational glycaemic targets, and earlier targeted involvement of the diabetes specialist team. There was improvement in most of the monitoring parameters and clearer documentations from allied healthcare teams. Implementation of recommendations was initially challenging due to the COVID-19 pandemic and staff workload on the unit however with persistence we were able to obtain co-operation from the team. As expected, patients on insulin/sulphonylureas (SUs) had proper blood glucose monitoring methods. Most were on insulin, and the remaining were on SU and DPP-IV inhibitor, and those with HbA1c <58 mmol/mol declined. One-third of these patients used flash glucose monitoring and with increasing recognition and recommendation by the NHS hopefully more patients will benefit from this. This audit showed that simple interventions such as staff engagement and education can improve care and monitoring of patients in this population. With recovery of service provisions, more interventions can be put in place. Following this, we can reaudit amputation rates and gather patient feedback, plan interventions with the community team, and encourage involvement from general practitioners and their trainees to deliver better care to these patients. Hence, we emphasise the importance of clear protocols for the management and monitoring of each patient with diabetes mellitus in haemodialysis units to ensure care standards are met. (Figure Presented).",FALSE,Audit without numeric pre/post deltas or explicit comparator,FALSE,Unknown,TRUE,"['clinical', 'cost']",0.8
J1335,2019,Estimating the burden of respiratory syncytial virus infection in young children in England: a novel approach to community-based serological surveys through data linkage,"Background: Bronchiolitis caused by respiratory syncytial virus (RSV) is the most common reason for hospital admissions in infants. The community burden of RSV is less well understood. We used a unique dataset linking serial serological data, questionnaires, and routinely collected health records to undertake the first community-based serological survey of RSV in England. Method(s): We used stored blood samples, tested for immunoglobulin G RSV postfusion F antibody, linked to questionnaires and primary and secondary care records from the Born in Bradford cohort study, collected at birth, and ages 1 and 2 years. We used finite mixture models to classify children as RSV infected or not infected according to their antibody concentrations. We fitted multivariable Poisson regression models with robust error variances to identify factors associated with increased risk of primary RSV infection at ages younger than 1 year and 1-2 years. Finding(s): The study included 490 children. By their first birthday, 258 children (53%, 95% CI 48-57%) had serological evidence of past RSV infection, 99 (38%) of whom contacted health-care services during peak RSV season (November-January) due to a respiratory tract infection. Having older siblings (adjusted risk ratio [aRR] 1.52, 95% CI 1.21-1.92, comparing one to no older siblings), Pakistani ethnicity (1.31, 1.04-1.65, compared with White British), blood sample taken outside October-December (1.74, 1.35-2.24 for January-March and 1.60, 1.23-2.08 for April-June, compared with October-December), and attending formal childcare (1.40, 1.12-1.75, compared with no formal childcare) were predictive of RSV infection in infancy. A further 164 children (33%, 95% CI 29-38%) were newly infected at ages 1-2 years, 58 (35%) of whom had contact with health-care services. 14% (95% CI 11-17%) had no evidence of RSV infection by age 2 years. Interpretation(s): Around half of children are infected with RSV during the first year of life, and one in seven children remain unexposed after their second year. Our findings will inform future analyses to assess the cost-effectiveness of RSV vaccination programmes. Our novel approach reusing stored blood samples and linked data present a time-efficient and cheap method for future serological surveys of RSV. Funding(s): Wellcome Trust Seed Award In Science (grant reference number 207673/Z/17/Z). Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2019 Elsevier Ltd",FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,"['clinical', 'utilization']",0.8
